filename,cik,company,filing_date,period_of_report,year,has_item_7,item_7_length,json_path
1750_10K_2010_0001047469-10-006500.json,1750,AAR CORP,2010-07-16,2010-05-31,2010,True,36164,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/1750_10K_2010_0001047469-10-006500.json
39911_10K_2022_0000039911-22-000012.json,39911,GAP INC,2022-03-15,2022-01-29,2022,True,44384,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/39911_10K_2022_0000039911-22-000012.json
40211_10K_2021_0000040211-22-000023.json,40211,GATX CORP,2022-02-17,2021-12-31,2021,True,69963,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/40211_10K_2021_0000040211-22-000023.json
40533_10K_2021_0000040533-22-000007.json,40533,GENERAL DYNAMICS CORP,2022-02-09,2021-12-31,2021,True,53155,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/40533_10K_2021_0000040533-22-000007.json
40545_10K_2021_0000040545-22-000008.json,40545,GENERAL ELECTRIC CO,2022-02-11,2021-12-31,2021,True,98,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/40545_10K_2021_0000040545-22-000008.json
40729_10K_2021_0000040729-22-000007.json,40729,Ally Financial Inc.,2022-02-25,2021-12-31,2021,True,262980,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/40729_10K_2021_0000040729-22-000007.json
40888_10K_2021_0000040888-22-000005.json,40888,"AEROJET ROCKETDYNE HOLDINGS, INC.",2022-02-18,2021-12-31,2021,True,47985,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/40888_10K_2021_0000040888-22-000005.json
40987_10K_2021_0000040987-22-000013.json,40987,GENUINE PARTS CO,2022-02-17,2021-12-31,2021,True,50865,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/40987_10K_2021_0000040987-22-000013.json
41091_10K_2021_0000092122-22-000003.json,41091,GEORGIA POWER CO,2022-02-17,2021-12-31,2021,True,837,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/41091_10K_2021_0000092122-22-000003.json
41719_10K_2021_0000041719-22-000012.json,41719,Glatfelter Corp,2022-02-25,2021-12-31,2021,True,31092,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/41719_10K_2021_0000041719-22-000012.json
42582_10K_2021_0000950170-22-001201.json,42582,GOODYEAR TIRE & RUBBER CO /OH/,2022-02-14,2021-12-31,2021,True,124504,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/42582_10K_2021_0000950170-22-001201.json
42682_10K_2021_0001437749-22-004547.json,42682,GORMAN RUPP CO,2022-02-28,2021-12-31,2021,True,35513,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/42682_10K_2021_0001437749-22-004547.json
4281_10K_2021_0000004281-22-000004.json,4281,Howmet Aerospace Inc.,2022-02-14,2021-12-31,2021,True,71694,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/4281_10K_2021_0000004281-22-000004.json
42888_10K_2021_0000042888-22-000013.json,42888,GRACO INC,2022-02-22,2021-12-31,2021,True,22764,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/42888_10K_2021_0000042888-22-000013.json
43196_10K_2021_0001437749-22-004412.json,43196,GRAY TELEVISION INC,2022-02-25,2021-12-31,2021,True,43277,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/43196_10K_2021_0001437749-22-004412.json
4447_10K_2021_0001628280-22-004524.json,4447,HESS CORP,2022-03-01,2021-12-31,2021,True,84225,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/4447_10K_2021_0001628280-22-004524.json
45012_10K_2021_0000045012-22-000013.json,45012,HALLIBURTON CO,2022-02-04,2021-12-31,2021,True,43071,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/45012_10K_2021_0000045012-22-000013.json
4515_10K_2021_0000006201-22-000026.json,4515,"AMERICAN AIRLINES, INC.",2022-02-22,2021-12-31,2021,True,69917,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/4515_10K_2021_0000006201-22-000026.json
45876_10K_2021_0000045876-22-000009.json,45876,HARSCO CORP,2022-02-24,2021-12-31,2021,True,68308,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/45876_10K_2021_0000045876-22-000009.json
45919_10K_2021_0001437749-22-006846.json,45919,HARTE HANKS INC,2022-03-21,2021-12-31,2021,True,25995,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/45919_10K_2021_0001437749-22-006846.json
46080_10K_2021_0000046080-22-000023.json,46080,"HASBRO, INC.",2022-02-23,2021-12-26,2021,True,119704,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/46080_10K_2021_0000046080-22-000023.json
46129_10K_2021_0001558370-22-003139.json,46129,ALLIED MOTION TECHNOLOGIES INC,2022-03-09,2021-12-31,2021,True,36770,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/46129_10K_2021_0001558370-22-003139.json
46195_10K_2021_0001564590-22-007841.json,46195,BANK OF HAWAII CORP,2022-03-01,2021-12-31,2021,True,105396,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/46195_10K_2021_0001564590-22-007841.json
46207_10K_2021_0000354707-22-000049.json,46207,HAWAIIAN ELECTRIC CO INC,2022-02-25,2021-12-31,2021,True,174280,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/46207_10K_2021_0000354707-22-000049.json
47111_10K_2021_0000047111-22-000017.json,47111,HERSHEY CO,2022-02-18,2021-12-31,2021,True,75754,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/47111_10K_2021_0000047111-22-000017.json
48287_10K_2022_0000048287-22-000071.json,48287,HNI CORP,2022-03-01,2022-01-01,2022,True,22424,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/48287_10K_2022_0000048287-22-000071.json
48732_10K_2021_0001130310-22-000023.json,48732,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,2022-02-22,2021-12-31,2021,True,117280,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/48732_10K_2021_0001130310-22-000023.json
48898_10K_2021_0001628280-22-002255.json,48898,HUBBELL INC,2022-02-11,2021-12-31,2021,True,90154,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/48898_10K_2021_0001628280-22-002255.json
4904_10K_2021_0000004904-22-000024.json,4904,AMERICAN ELECTRIC POWER CO INC,2022-02-24,2021-12-31,2021,True,995,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/4904_10K_2021_0000004904-22-000024.json
49071_10K_2021_0000049071-22-000017.json,49071,HUMANA INC,2022-02-17,2021-12-31,2021,True,77469,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/49071_10K_2021_0000049071-22-000017.json
49196_10K_2021_0000049196-22-000023.json,49196,HUNTINGTON BANCSHARES INC /MD/,2022-02-18,2021-12-31,2021,True,127688,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/49196_10K_2021_0000049196-22-000023.json
49600_10K_2021_0000049600-22-000027.json,49600,EASTGROUP PROPERTIES INC,2022-02-16,2021-12-31,2021,True,54154,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/49600_10K_2021_0000049600-22-000027.json
4962_10K_2021_0000004962-22-000008.json,4962,AMERICAN EXPRESS CO,2022-02-11,2021-12-31,2021,True,141598,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/4962_10K_2021_0000004962-22-000008.json
49648_10K_2021_0001057877-22-000014.json,49648,IDAHO POWER CO,2022-02-17,2021-12-31,2021,True,197292,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/49648_10K_2021_0001057877-22-000014.json
49754_10K_2021_0000049754-22-000008.json,49754,"Dine Brands Global, Inc.",2022-03-02,2021-12-31,2021,True,90009,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/49754_10K_2021_0000049754-22-000008.json
4977_10K_2021_0000004977-22-000058.json,4977,AFLAC INC,2022-02-23,2021-12-31,2021,True,140091,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/4977_10K_2021_0000004977-22-000058.json
49826_10K_2021_0000049826-22-000006.json,49826,ILLINOIS TOOL WORKS INC,2022-02-11,2021-12-31,2021,True,71710,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/49826_10K_2021_0000049826-22-000006.json
49938_10K_2021_0001193125-22-049999.json,49938,IMPERIAL OIL LTD,2022-02-23,2021-12-31,2021,True,287,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/49938_10K_2021_0001193125-22-049999.json
50172_10K_2021_0000004904-22-000024.json,50172,INDIANA MICHIGAN POWER CO,2022-02-24,2021-12-31,2021,True,995,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/50172_10K_2021_0000004904-22-000024.json
50863_10K_2021_0000050863-22-000007.json,50863,INTEL CORP,2022-01-27,2021-12-25,2021,True,255,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/50863_10K_2021_0000050863-22-000007.json
51143_10K_2021_0001558370-22-001584.json,51143,INTERNATIONAL BUSINESS MACHINES CORP,2022-02-22,2021-12-31,2021,True,211,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/51143_10K_2021_0001558370-22-001584.json
51253_10K_2021_0000051253-22-000007.json,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,2022-02-28,2021-12-31,2021,True,58463,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/51253_10K_2021_0000051253-22-000007.json
51434_10K_2021_0000051434-22-000016.json,51434,INTERNATIONAL PAPER CO /NEW/,2022-02-18,2021-12-31,2021,True,77964,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/51434_10K_2021_0000051434-22-000016.json
51644_10K_2021_0000051644-22-000010.json,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2022-02-22,2021-12-31,2021,True,100636,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/51644_10K_2021_0000051644-22-000010.json
52485_10K_2021_0000352541-22-000020.json,52485,INTERSTATE POWER & LIGHT CO,2022-02-18,2021-12-31,2021,True,75244,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/52485_10K_2021_0000352541-22-000020.json
5272_10K_2021_0001104659-22-024701.json,5272,"AMERICAN INTERNATIONAL GROUP, INC.",2022-02-17,2021-12-31,2021,True,436339,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/5272_10K_2021_0001104659-22-024701.json
52827_10K_2021_0000052827-22-000018.json,52827,RAYONIER INC,2022-02-25,2021-12-31,2021,True,52784,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/52827_10K_2021_0000052827-22-000018.json
54381_10K_2021_0000054381-22-000011.json,54381,KAMAN Corp,2022-02-24,2021-12-31,2021,True,100484,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/54381_10K_2021_0000054381-22-000011.json
54476_10K_2021_0001711269-22-000008.json,54476,"EVERGY METRO, INC.",2022-02-25,2021-12-31,2021,True,76646,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/54476_10K_2021_0001711269-22-000008.json
54480_10K_2021_0000054480-22-000006.json,54480,KANSAS CITY SOUTHERN,2022-02-01,2021-12-31,2021,True,72417,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/54480_10K_2021_0000054480-22-000006.json
54507_10K_2021_0001711269-22-000008.json,54507,"EVERGY KANSAS CENTRAL, INC.",2022-02-25,2021-12-31,2021,True,76646,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/54507_10K_2021_0001711269-22-000008.json
55067_10K_2022_0001628280-22-003345.json,55067,KELLOGG CO,2022-02-22,2022-01-01,2022,True,83449,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/55067_10K_2022_0001628280-22-003345.json
55135_10K_2022_0000055135-22-000006.json,55135,KELLY SERVICES INC,2022-02-17,2022-01-02,2022,True,73567,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/55135_10K_2022_0000055135-22-000006.json
5513_10K_2021_0000005513-22-000030.json,5513,Unum Group,2022-02-25,2021-12-31,2021,True,198895,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/5513_10K_2021_0000005513-22-000030.json
55387_10K_2021_0000922224-22-000005.json,55387,KENTUCKY UTILITIES CO,2022-02-18,2021-12-31,2021,True,96427,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/55387_10K_2021_0000922224-22-000005.json
55785_10K_2021_0000055785-22-000010.json,55785,KIMBERLY CLARK CORP,2022-02-10,2021-12-31,2021,True,46315,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/55785_10K_2021_0000055785-22-000010.json
56047_10K_2021_0000950170-22-001486.json,56047,KIRBY CORP,2022-02-18,2021-12-31,2021,True,71344,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/56047_10K_2021_0000950170-22-001486.json
56873_10K_2022_0001558370-22-004595.json,56873,KROGER CO,2022-03-29,2022-01-29,2022,True,79221,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/56873_10K_2022_0001558370-22-004595.json
58492_10K_2021_0000058492-22-000009.json,58492,LEGGETT & PLATT INC,2022-02-22,2021-12-31,2021,True,79839,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/58492_10K_2021_0000058492-22-000009.json
59255_10K_2021_0001558370-22-003285.json,59255,VALHI INC /DE/,2022-03-10,2021-12-31,2021,True,103824,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/59255_10K_2021_0001558370-22-003285.json
59440_10K_2021_0000059440-22-000010.json,59440,VECTOR GROUP LTD,2022-03-02,2021-12-31,2021,True,93730,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/59440_10K_2021_0000059440-22-000010.json
59478_10K_2021_0000059478-22-000068.json,59478,ELI LILLY & Co,2022-02-23,2021-12-31,2021,True,63239,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/59478_10K_2021_0000059478-22-000068.json
59527_10K_2021_0000059527-22-000006.json,59527,LINCOLN ELECTRIC HOLDINGS INC,2022-02-18,2021-12-31,2021,True,142,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/59527_10K_2021_0000059527-22-000006.json
59558_10K_2021_0000059558-22-000008.json,59558,LINCOLN NATIONAL CORP,2022-02-17,2021-12-31,2021,True,214366,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/59558_10K_2021_0000059558-22-000008.json
5981_10K_2021_0001564590-22-009941.json,5981,AMERICAN VANGUARD CORP,2022-03-14,2021-12-31,2021,True,46404,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/5981_10K_2021_0001564590-22-009941.json
59860_10K_2021_0001199835-22-000171.json,59860,GOLDRICH MINING CO,2022-03-30,2021-12-31,2021,True,27059,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/59860_10K_2021_0001199835-22-000171.json
60086_10K_2021_0000060086-22-000007.json,60086,LOEWS CORP,2022-02-08,2021-12-31,2021,True,90812,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/60086_10K_2021_0000060086-22-000007.json
60519_10K_2021_0001628280-22-003299.json,60519,LOUISIANA-PACIFIC CORP,2022-02-22,2021-12-31,2021,True,35990,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/60519_10K_2021_0001628280-22-003299.json
60549_10K_2021_0000922224-22-000005.json,60549,LOUISVILLE GAS & ELECTRIC CO /KY/,2022-02-18,2021-12-31,2021,True,96427,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/60549_10K_2021_0000922224-22-000005.json
60667_10K_2022_0000060667-22-000038.json,60667,LOWES COMPANIES INC,2022-03-21,2022-01-28,2022,True,37131,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/60667_10K_2022_0000060667-22-000038.json
60714_10K_2021_0001564590-22-006694.json,60714,LSB INDUSTRIES INC,2022-02-24,2021-12-31,2021,True,56856,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/60714_10K_2021_0001564590-22-006694.json
61004_10K_2021_0001564590-22-011892.json,61004,LGL GROUP INC,2022-03-28,2021-12-31,2021,True,25811,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/61004_10K_2021_0001564590-22-011892.json
6176_10K_2021_0001564590-22-010687.json,6176,AMPCO PITTSBURGH CORP,2022-03-17,2021-12-31,2021,True,42784,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/6176_10K_2021_0001564590-22-010687.json
6201_10K_2021_0000006201-22-000026.json,6201,American Airlines Group Inc.,2022-02-22,2021-12-31,2021,True,69917,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/6201_10K_2021_0000006201-22-000026.json
6494_10K_2021_0001206774-22-000942.json,6494,ANDREA ELECTRONICS CORP,2022-03-31,2021-12-31,2021,True,26369,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/6494_10K_2021_0001206774-22-000942.json
6879_10K_2021_0000004904-22-000024.json,6879,APPALACHIAN POWER CO,2022-02-24,2021-12-31,2021,True,995,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/6879_10K_2021_0000004904-22-000024.json
7039_10K_2021_0000007039-22-000026.json,7039,TRECORA RESOURCES,2022-03-10,2021-12-31,2021,True,42691,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7039_10K_2021_0000007039-22-000026.json
7084_10K_2021_0000007084-22-000008.json,7084,Archer-Daniels-Midland Co,2022-02-17,2021-12-31,2021,True,60189,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7084_10K_2021_0000007084-22-000008.json
7286_10K_2021_0000764622-22-000014.json,7286,ARIZONA PUBLIC SERVICE CO,2022-02-25,2021-12-31,2021,True,95465,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7286_10K_2021_0000764622-22-000014.json
7323_10K_2021_0000065984-22-000017.json,7323,"ENTERGY ARKANSAS, LLC",2022-02-25,2021-12-31,2021,True,414,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7323_10K_2021_0000065984-22-000017.json
7332_10K_2021_0000007332-22-000009.json,7332,SOUTHWESTERN ENERGY CO,2022-03-01,2021-12-31,2021,True,93049,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7332_10K_2021_0000007332-22-000009.json
7431_10K_2021_0000950170-22-001531.json,7431,ARMSTRONG WORLD INDUSTRIES INC,2022-02-22,2021-12-31,2021,True,47037,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7431_10K_2021_0000950170-22-001531.json
7536_10K_2021_0001859644-22-000008.json,7536,ARROW ELECTRONICS INC,2022-02-11,2021-12-31,2021,True,47726,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7536_10K_2021_0001859644-22-000008.json
7623_10K_2021_0001437749-22-003662.json,7623,ARTS WAY MANUFACTURING CO INC,2022-02-17,2021-11-30,2021,True,25228,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7623_10K_2021_0001437749-22-003662.json
7789_10K_2021_0000007789-22-000007.json,7789,ASSOCIATED BANC-CORP,2022-02-08,2021-12-31,2021,True,81098,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/7789_10K_2021_0000007789-22-000007.json
8063_10K_2021_0000008063-22-000011.json,8063,ASTRONICS CORP,2022-03-04,2021-12-31,2021,True,49358,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/8063_10K_2021_0000008063-22-000011.json
8177_10K_2021_0001140361-22-011156.json,8177,ATLANTIC AMERICAN CORP,2022-03-25,2021-12-31,2021,True,40723,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/8177_10K_2021_0001140361-22-011156.json
8192_10K_2021_0001109357-22-000039.json,8192,ATLANTIC CITY ELECTRIC CO,2022-02-25,2021-12-31,2021,True,157644,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/8192_10K_2021_0001109357-22-000039.json
8818_10K_2022_0001193125-22-049910.json,8818,Avery Dennison Corp,2022-02-23,2022-01-01,2022,True,300,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/8818_10K_2022_0001193125-22-049910.json
8868_10K_2021_0000008868-22-000005.json,8868,AVON PRODUCTS INC,2022-03-10,2021-12-31,2021,True,80763,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/8868_10K_2021_0000008868-22-000005.json
9092_10K_2021_0001564590-22-006284.json,9092,BADGER METER INC,2022-02-23,2021-12-31,2021,True,28884,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/9092_10K_2021_0001564590-22-006284.json
9326_10K_2021_0001628280-22-003669.json,9326,BALCHEM CORP,2022-02-24,2021-12-31,2021,True,17693,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/9326_10K_2021_0001628280-22-003669.json
9389_10K_2021_0001558370-22-001251.json,9389,BALL Corp,2022-02-16,2021-12-31,2021,True,39061,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/9389_10K_2021_0001558370-22-001251.json
9466_10K_2021_0001109357-22-000039.json,9466,BALTIMORE GAS & ELECTRIC CO,2022-02-25,2021-12-31,2021,True,157644,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/9466_10K_2021_0001109357-22-000039.json
9984_10K_2021_0000009984-22-000047.json,9984,BARNES GROUP INC,2022-02-22,2021-12-31,2021,True,82722,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/9984_10K_2021_0000009984-22-000047.json
14693_10K_2022_0000014693-22-000069.json,14693,BROWN FORMAN CORP,2022-06-17,2022-04-30,2022,True,51270,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/14693_10K_2022_0000014693-22-000069.json
16918_10K_2022_0000016918-22-000069.json,16918,"CONSTELLATION BRANDS, INC.",2022-04-21,2022-02-28,2022,True,76900,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/16918_10K_2022_0000016918-22-000069.json
17313_10K_2022_0000017313-22-000039.json,17313,CAPITAL SOUTHWEST CORP,2022-05-24,2022-03-31,2022,True,59689,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/17313_10K_2022_0000017313-22-000039.json
25895_10K_2022_0001437749-22-014545.json,25895,CROWN CRAFTS INC,2022-06-08,2022-04-03,2022,True,25138,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/25895_10K_2022_0001437749-22-014545.json
29952_10K_2021_0001683168-22-002410.json,29952,"CHINA CHANGJIANG MINING & NEW ENERGY COMPANY, LTD.",2022-04-06,2021-12-31,2021,True,5541,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/29952_10K_2021_0001683168-22-002410.json
31667_10K_2022_0001185185-22-000567.json,31667,EDUCATIONAL DEVELOPMENT CORP,2022-05-05,2022-02-28,2022,True,35657,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/31667_10K_2022_0001185185-22-000567.json
32621_10K_2022_0001564590-22-024063.json,32621,EMERSON RADIO CORP,2022-06-23,2022-03-31,2022,True,28426,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/32621_10K_2022_0001564590-22-024063.json
33002_10K_2022_0000950170-22-008563.json,33002,"ENNIS, INC.",2022-05-09,2022-02-28,2022,True,38294,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/33002_10K_2022_0000950170-22-008563.json
33992_10K_2021_0001654954-22-004509.json,33992,"KINGSTONE COMPANIES, INC.",2022-04-04,2021-12-31,2021,True,48901,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/33992_10K_2021_0001654954-22-004509.json
40704_10K_2022_0001193125-22-185257.json,40704,GENERAL MILLS INC,2022-06-30,2022-05-29,2022,True,77524,/content/drive/MyDrive/EDGAR_Project/edgar-crawler/datasets/EXTRACTED_FILINGS/10-K/40704_10K_2022_0001193125-22-185257.json
